Ticker,Company,Date,Time,Quarter Ending,Market Cap
CARL B,Carlsberg A/S,04-Feb-26,,Dec-25,17174810000
CDW,CDW Corporation,04-Feb-26,Pre Market,Dec-25,17153010000
7832,BANDAI NAMCO Holdings Inc.,04-Feb-26,,Dec-25,17085160000
FTV,Fortive Corporation,04-Feb-26,Pre Market,Dec-25,17055540000
ESS,"Essex Property Trust, Inc.",04-Feb-26,After Hours,Dec-25,17032930000
PFGC,Performance Food Group Company,04-Feb-26,Pre Market,Dec-25,16054160000
MAA,"Mid-America Apartment Communities, Inc.",04-Feb-26,After Hours,Dec-25,16003620000
YUMC,"Yum China Holdings, Inc.",04-Feb-26,Pre Market,Dec-25,15343260000
EQH,"Equitable Holdings, Inc.",04-Feb-26,After Hours,Dec-25,15324290000
4091,Nippon Sanso Holdings Corporation,04-Feb-26,,Dec-25,15011190000
EG,"Everest Group, Ltd.",04-Feb-26,After Hours,Dec-25,14967460000
500490,Bajaj Holdings & Investment Limited,04-Feb-26,,Dec-25,14819650000
BMED,Banca Mediolanum S.p.A.,04-Feb-26,,Dec-25,14767960000
UPM,UPM-Kymmene Oyj,04-Feb-26,,Dec-25,14621400000
S68,Singapore Exchange Limited,04-Feb-26,,Dec-25,14562990000
SNAP,Snap Inc.,04-Feb-26,After Hours,Dec-25,14431170000
500400,Tata Power Company Limited,04-Feb-26,,Dec-25,14211420000
A138040,Meritz Financial Group Inc.,04-Feb-26,,Dec-25,14140240000
GARAN,Turkiye Garanti Bankasi A.S.,04-Feb-26,,Dec-25,13672970000
AVY,Avery Dennison Corporation,04-Feb-26,Pre Market,Dec-25,12745310000
EVR,Evercore Inc.,04-Feb-26,Pre Market,Dec-25,12701040000
IEX,IDEX Corporation,04-Feb-26,Pre Market,Dec-25,12572980000
500480,Cummins India Limited,04-Feb-26,,Dec-25,12277080000
OHI,"Omega Healthcare Investors, Inc.",04-Feb-26,After Hours,Dec-25,12139250000
SWK,"Stanley Black & Decker, Inc.",04-Feb-26,Pre Market,Dec-25,11674430000
A010130,"Korea Zinc Company, Ltd.",04-Feb-26,,Dec-25,11443300000
GL,Globe Life Inc.,04-Feb-26,After Hours,Dec-25,11144470000
CCK,"Crown Holdings, Inc.",04-Feb-26,After Hours,Dec-25,11093820000
DAY,"Dayforce, Inc.",04-Feb-26,,Dec-25,10894840000
2413,"M3, Inc.",04-Feb-26,,Dec-25,10393460000
ENSG,"The Ensign Group, Inc.",04-Feb-26,,Dec-25,10340940000
UHAL,U-Haul Holding Company,04-Feb-26,After Hours,Dec-25,10209190000
REXR,"Rexford Industrial Realty, Inc.",04-Feb-26,After Hours,Dec-25,9839500000
NHPC,NHPC Limited,04-Feb-26,,Dec-25,9835790000
RRX,Regal Rexnord Corporation,04-Feb-26,After Hours,Dec-25,9819400000
TECH,Bio-Techne Corporation,04-Feb-26,,Dec-25,9800900000
BSE,BSE Limited,04-Feb-26,,Dec-25,9714390000
QGEN,Qiagen N.V.,04-Feb-26,After Hours,Dec-25,9655930000
ALGN,"Align Technology, Inc.",04-Feb-26,After Hours,Dec-25,9580520000
SKX,"Skechers U.S.A., Inc.",04-Feb-26,,Dec-25,9486920000
EGP,"EastGroup Properties, Inc.",04-Feb-26,After Hours,Dec-25,9115320000
NYT,The New York Times Company,04-Feb-26,,Dec-25,9057610000
CAI,"Caris Life Sciences, Inc.",04-Feb-26,,Dec-25,8937300000
STERV,Stora Enso Oyj,04-Feb-26,,Dec-25,8897750000
SITM,SiTime Corporation,04-Feb-26,After Hours,Dec-25,8692290000
SECU B,Securitas AB (publ),04-Feb-26,,Dec-25,8672820000
A034730,SK Inc.,04-Feb-26,,Dec-25,8613520000
FSV,FirstService Corporation,04-Feb-26,Pre Market,Dec-25,8603850000
SYM,Symbotic Inc.,04-Feb-26,After Hours,Dec-25,8365580000
A267250,"HD Hyundai Co., Ltd.",04-Feb-26,,Dec-25,8267670000
UGI,UGI Corporation,04-Feb-26,After Hours,Dec-25,8108940000
MUSA,Murphy USA Inc.,04-Feb-26,After Hours,Dec-25,7803650000
MOD,Modine Manufacturing Company,04-Feb-26,After Hours,Dec-25,7748080000
FR,"First Industrial Realty Trust, Inc.",04-Feb-26,After Hours,Dec-25,7432860000
TTMI,"TTM Technologies, Inc.",04-Feb-26,After Hours,Dec-25,7025460000
BRIS,PT Bank Syariah Indonesia Tbk,04-Feb-26,,Dec-25,6838870000
COHR,"Coherent, Inc.",04-Feb-26,,Dec-25,6605560000
NOV,NOV Inc.,04-Feb-26,After Hours,Dec-25,6375880000
LEA,Lear Corporation,04-Feb-26,Pre Market,Dec-25,6271620000
TKR,The Timken Company,04-Feb-26,,Dec-25,6153370000
TRNO,Terreno Realty Corporation,04-Feb-26,,Dec-25,6101350000
RILBA,Ringkjøbing Landbobank A/S,04-Feb-26,,Dec-25,6001210000
ENS,EnerSys,04-Feb-26,After Hours,Dec-25,5717960000
BOOT,"Boot Barn Holdings, Inc.",04-Feb-26,After Hours,Dec-25,5455050000
TIINDIA,Tube Investments of India Limited,04-Feb-26,,Dec-25,5440750000
8354,"Fukuoka Financial Group, Inc.",04-Feb-26,,Dec-25,5397540000
WEX,WEX Inc.,04-Feb-26,After Hours,Dec-25,5302030000
6963,"ROHM Co., Ltd.",04-Feb-26,,Dec-25,5223440000
REYN,Reynolds Consumer Products Inc.,04-Feb-26,Pre Market,Dec-25,5201450000
A161390,"Hankook Tire & Technology Co., Ltd.",04-Feb-26,,Dec-25,4978660000
RAL,Ralliant Corporation,04-Feb-26,After Hours,Dec-25,4868080000
MC,Moelis & Company,04-Feb-26,After Hours,Dec-25,4829160000
QEWS,Qatar Electricity & Water Company Q.P.S.C.,04-Feb-26,,Dec-25,4804290000
SNEX,StoneX Group Inc.,04-Feb-26,After Hours,Dec-25,4697210000
FORM,"FormFactor, Inc.",04-Feb-26,After Hours,Dec-25,4591340000
ELF,"e.l.f. Beauty, Inc.",04-Feb-26,After Hours,Dec-25,4582490000
SLGN,Silgan Holdings Inc.,04-Feb-26,Pre Market,Dec-25,4575030000
AMBU B,Ambu A/S,04-Feb-26,,Dec-25,4478340000
BKH,Black Hills Corporation,04-Feb-26,After Hours,Dec-25,4383780000
VCTR,"Victory Capital Holdings, Inc.",04-Feb-26,After Hours,Dec-25,4366300000
VKTX,"Viking Therapeutics, Inc.",04-Feb-26,,Dec-25,4242250000
VVV,Valvoline Inc.,04-Feb-26,Pre Market,Dec-25,3939340000
6368,Organo Corporation,04-Feb-26,,Dec-25,3915800000
9412,SKY Perfect JSAT Holdings Inc.,04-Feb-26,,Dec-25,3876070000
MWA,"Mueller Water Products, Inc.",04-Feb-26,,Dec-25,3855570000
APOLLOTYRE,Apollo Tyres Limited,04-Feb-26,,Dec-25,3678880000
MIAX,"Miami International Holdings, Inc.",04-Feb-26,,Dec-25,3470760000
8056,BIPROGY Inc.,04-Feb-26,,Dec-25,3398820000
6417,"Sankyo Co., Ltd.",04-Feb-26,,Dec-25,3254210000
9001,"Tobu Railway Co., Ltd.",04-Feb-26,,Dec-25,3207840000
TENB,"Tenable Holdings, Inc.",04-Feb-26,After Hours,Dec-25,3199620000
A009830,Hanwha Solutions Corporation,04-Feb-26,,Dec-25,3169660000
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,04-Feb-26,,Dec-25,2979560000
7951,Yamaha Corporation,04-Feb-26,,Dec-25,2929060000
HUSQ B,Husqvarna AB (publ),04-Feb-26,,Dec-25,2910020000
HP,"Helmerich & Payne, Inc.",04-Feb-26,After Hours,Dec-25,2895370000
LOOMIS,Loomis AB (publ),04-Feb-26,,Dec-25,2876720000
KLNMA,Türkiye Kalkinma ve Yatirim Bankasi A.S.,04-Feb-26,,Dec-25,2869880000
CFT,Compagnie Financière Tradition SA,04-Feb-26,,Dec-25,2843640000
2250,Saudi Industrial Investment Group,04-Feb-26,,Dec-25,2818960000
KMT,Kennametal Inc.,04-Feb-26,Pre Market,Dec-25,2624450000
531162,Emami Limited,04-Feb-26,,Dec-25,2619270000
522113,Timken India Limited,04-Feb-26,,Dec-25,2553320000
5832,"Chugin Financial Group,Inc.",04-Feb-26,,Dec-25,2515350000
6674,GS Yuasa Corporation,04-Feb-26,,Dec-25,2511570000
9706,"Japan Airport Terminal Co., Ltd.",04-Feb-26,,Dec-25,2509110000
VSH,"Vishay Intertechnology, Inc.",04-Feb-26,Pre Market,Dec-25,2501610000
REDINGTON,Redington Limited,04-Feb-26,,Dec-25,2440570000
KMPR,Kemper Corporation,04-Feb-26,After Hours,Dec-25,2415640000
KPIL,Kalpataru Projects International Limited,04-Feb-26,,Dec-25,2368310000
ALIF B,AddLife AB (publ),04-Feb-26,,Dec-25,2293550000
PLUS,ePlus inc.,04-Feb-26,After Hours,Dec-25,2284200000
PEAB B,Peab AB (publ),04-Feb-26,,Dec-25,2259580000
HI,"Hillenbrand, Inc.",04-Feb-26,,Dec-25,2248520000
8304,"Aozora Bank, Ltd.",04-Feb-26,,Dec-25,2243740000
PTRN,Pattern Group Inc.,04-Feb-26,,Dec-25,2241580000
A011170,Lotte Chemical Corporation,04-Feb-26,,Dec-25,2238980000
DHT,"DHT Holdings, Inc.",04-Feb-26,After Hours,Dec-25,2207780000
CSGS,"CSG Systems International, Inc.",04-Feb-26,,Dec-25,2114460000
PTEN,"Patterson-UTI Energy, Inc.",04-Feb-26,After Hours,Dec-25,2097210000
TGI,"Triumph Group, Inc.",04-Feb-26,,Dec-25,2021370000
DEVYANI,Devyani International Limited,04-Feb-26,,Dec-25,2006700000
KLIC,"Kulicke and Soffa Industries, Inc.",04-Feb-26,After Hours,Dec-25,2001870000
STC,Stewart Information Services Corporation,04-Feb-26,After Hours,Dec-25,1981720000
BRG,Borregaard ASA,04-Feb-26,,Dec-25,1916580000
A008930,"Hanmi Science Co., Ltd.",04-Feb-26,,Dec-25,1900370000
532548,Century Plyboards (India) Limited,04-Feb-26,,Dec-25,1898060000
CHEMM,ChemoMetec A/S,04-Feb-26,,Dec-25,1884300000
A012510,"Douzone Bizon Co., Ltd.",04-Feb-26,,Dec-25,1874140000
CENT,Central Garden & Pet Company,04-Feb-26,After Hours,Dec-25,1872670000
CMRE,Costamare Inc.,04-Feb-26,,Dec-25,1848560000
ASGN,ASGN Incorporated,04-Feb-26,After Hours,Dec-25,1835670000
FLNC,"Fluence Energy, Inc.",04-Feb-26,After Hours,Dec-25,1806590000
QATI,Qatar Insurance Company Q.S.P.C.,04-Feb-26,,Dec-25,1794270000
MCRI,"Monarch Casino & Resort, Inc.",04-Feb-26,After Hours,Dec-25,1763160000
FMC,FMC Corporation,04-Feb-26,After Hours,Dec-25,1737640000
AZTA,"Azenta, Inc.",04-Feb-26,Pre Market,Dec-25,1725060000
4208,UBE Corporation,04-Feb-26,,Dec-25,1698180000
ADNT,Adient plc,04-Feb-26,Pre Market,Dec-25,1692950000
8242,H2O Retailing Corporation,04-Feb-26,,Dec-25,1614660000
DGII,Digi International Inc.,04-Feb-26,After Hours,Dec-25,1591530000
PAHC,Phibro Animal Health Corporation,04-Feb-26,After Hours,Dec-25,1581220000
BLBD,Blue Bird Corporation,04-Feb-26,After Hours,Dec-25,1572110000
ALGT,Allegiant Travel Company,04-Feb-26,After Hours,Dec-25,1566980000
500048,BEML Limited,04-Feb-26,,Dec-25,1495980000
CNGO,"Cengage Learning Holdings II, Inc.",04-Feb-26,,Dec-25,1475800000
CNXN,"PC Connection, Inc.",04-Feb-26,After Hours,Dec-25,1456400000
6103,Okuma Corporation,04-Feb-26,,Dec-25,1434550000
AMSC,American Superconductor Corporation,04-Feb-26,,Dec-25,1403950000
MINDACORP,Minda Corporation Limited,04-Feb-26,,Dec-25,1394290000
UTI,"Universal Technical Institute, Inc.",04-Feb-26,,Dec-25,1352040000
ATEN,"A10 Networks, Inc.",04-Feb-26,After Hours,Dec-25,1299680000
EZPW,"EZCORP, Inc.",04-Feb-26,After Hours,Dec-25,1277510000
LUCK,Lucky Strike Entertainment Corporation,04-Feb-26,After Hours,Dec-25,1262310000
A007070,"GS Retail Co., Ltd.",04-Feb-26,,Dec-25,1247680000
8098,"Inabata & Co.,Ltd.",04-Feb-26,,Dec-25,1246780000
SAMMAANCAP,Sammaan Capital Limited,04-Feb-26,,Dec-24,1233760000
NCK,Nick Scali Limited,04-Feb-26,,Dec-25,1228360000
JUBLINGREA,Jubilant Ingrevia Limited,04-Feb-26,,Dec-25,1223330000
RITES,RITES Limited,04-Feb-26,,Dec-25,1214830000
PFGC,"Performance Food Group, Inc.",04-Feb-26,,Dec-25,1212550000
CLA B,Cloetta AB (publ),04-Feb-26,,Dec-25,1192950000
A073240,"Kumho Tire Co., Inc.",04-Feb-26,,Dec-25,1188010000
3374,Xintec Inc.,04-Feb-26,,Dec-25,1182230000
7296,"F.C.C. Co., Ltd.",04-Feb-26,,Dec-25,1163690000
AZAD,Azad Engineering Limited,04-Feb-26,,Dec-25,1155080000
DNORD,Dampskibsselskabet Norden A/S,04-Feb-26,,Dec-25,1150790000
CMP,"Compass Minerals International, Inc.",04-Feb-26,After Hours,Dec-25,1069320000
BASS,BASSAC Société anonyme,04-Feb-26,,Dec-25,1010090000
TOM2,TomTom N.V.,04-Feb-26,,Dec-25,981900000
6420,Galilei Co. Ltd.,04-Feb-26,,Dec-25,969660000
CLB,Core Laboratories Inc.,04-Feb-26,After Hours,Dec-25,906120000
A294870,HDC Hyundai Development Company,04-Feb-26,,Dec-25,889380000
BERG B,Bergman & Beving AB (publ),04-Feb-26,,Dec-25,869150000
9699,"Nishio Holdings Co., Ltd.",04-Feb-26,,Dec-25,866800000
3433,"TOCALO Co.,Ltd.",04-Feb-26,,Dec-25,840190000
SAP,Sappi Limited,04-Feb-26,,Dec-25,838100000
6745,Hochiki Corporation,04-Feb-26,,Dec-25,782820000
6996,Nichicon Corporation,04-Feb-26,,Dec-25,750380000
500338,Prism Johnson Limited,04-Feb-26,,Dec-25,731250000
9010,"Fuji Kyuko Co., Ltd.",04-Feb-26,,Dec-25,729920000
NRG,NRJ Group SA,04-Feb-26,,Dec-25,724660000
KE,"Kimball Electronics, Inc.",04-Feb-26,After Hours,Dec-25,720900000
8059,"Daiichi Jitsugyo Co., Ltd.",04-Feb-26,,Dec-25,660920000
7177,"GMO Financial Holdings, Inc.",04-Feb-26,,Dec-25,656440000
RRHI,"Robinsons Retail Holdings, Inc.",04-Feb-26,,Dec-25,649190000
2733,Arata Corporation,04-Feb-26,,Dec-25,648580000
SAPPHIRE,Sapphire Foods India Limited,04-Feb-26,,Dec-25,648540000
GULFOILLUB,Gulf Oil Lubricants India Limited,04-Feb-26,,Dec-25,635950000
A012630,"HDC HOLDINGS CO.,Ltd",04-Feb-26,,Dec-25,626630000
NTGR,"NETGEAR, Inc.",04-Feb-26,After Hours,Dec-25,601850000
SURYAROSNI,Surya Roshni Limited,04-Feb-26,,Dec-25,562280000
4569,"KYORIN Pharmaceutical Co., Ltd.",04-Feb-26,,Dec-25,552120000
HEBA B,Heba Fastighets AB (publ),04-Feb-26,,Dec-25,545560000
505255,GMM Pfaudler Limited,04-Feb-26,,Dec-25,536070000
505890,Kennametal India Limited,04-Feb-26,,Dec-25,525010000
A381970,"K Car Co., Ltd.",04-Feb-26,,Dec-25,524840000
CRNC,Cerence Inc.,04-Feb-26,After Hours,Dec-25,517020000
