Ticker,Company,Date,Time,Quarter Ending,Market Cap
1605,Inpex Corporation,12-Feb-26,,Dec-25,23554100000
500440,Hindalco Industries Limited,12-Feb-26,,Dec-25,22873030000
QSR,Restaurant Brands International Inc.,12-Feb-26,Pre Market,Dec-25,22399400000
WST,"West Pharmaceutical Services, Inc.",12-Feb-26,Pre Market,Dec-25,20643440000
RIVN,"Rivian Automotive, Inc.",12-Feb-26,After Hours,Dec-25,20435970000
T,TELUS Corporation,12-Feb-26,Pre Market,Dec-25,20375630000
CHKP,Check Point Software Technologies Ltd.,12-Feb-26,Pre Market,Dec-25,19918600000
TOST,"Toast, Inc.",12-Feb-26,After Hours,Dec-25,19709760000
DSFIR,DSM-Firmenich AG,12-Feb-26,,Dec-25,19562720000
7532,Pan Pacific International Holdings Corporation,12-Feb-26,,Dec-25,18958890000
A035720,Kakao Corp.,12-Feb-26,,Dec-25,18654460000
NN,NN Group N.V.,12-Feb-26,,Dec-25,18385820000
3659,"NEXON Co., Ltd.",12-Feb-26,,Dec-25,17896370000
AC *,"Arca Continental, S.A.B. de C.V.",12-Feb-26,,Dec-25,17598570000
AOT,Airports of Thailand Public Company Limited,12-Feb-26,,Dec-25,17576450000
DKNG,DraftKings Inc.,12-Feb-26,After Hours,Dec-25,17560150000
PINS,"Pinterest, Inc.",12-Feb-26,After Hours,Dec-25,17503700000
2502,"Asahi Group Holdings, Ltd.",12-Feb-26,,Dec-25,17430950000
USFD,US Foods Holding Corp.,12-Feb-26,Pre Market,Dec-25,17153570000
TWLO,Twilio Inc.,12-Feb-26,After Hours,Dec-25,15794460000
ZBRA,Zebra Technologies Corporation,12-Feb-26,Pre Market,Dec-25,15508280000
URW,Unibail-Rodamco-Westfield SE,12-Feb-26,,Dec-25,15356180000
ROKU,"Roku, Inc.",12-Feb-26,After Hours,Dec-25,15300290000
TRU,TransUnion,12-Feb-26,Pre Market,Dec-25,15065830000
6326,Kubota Corporation,12-Feb-26,,Dec-25,14795030000
MAP,"Mapfre, S.A.",12-Feb-26,,Dec-25,14594130000
KIM,Kimco Realty Corporation,12-Feb-26,Pre Market,Dec-25,14539490000
BBD.B,Bombardier Inc.,12-Feb-26,,Dec-25,14321710000
H,Hyatt Hotels Corporation,12-Feb-26,Pre Market,Dec-25,14035340000
BNT,Brookfield Wealth Solutions Ltd.,12-Feb-26,,Dec-25,13823060000
4755,"Rakuten Group, Inc.",12-Feb-26,,Dec-25,13729840000
LECO,"Lincoln Electric Holdings, Inc.",12-Feb-26,Pre Market,Dec-25,13045480000
WYNN,"Wynn Resorts, Limited",12-Feb-26,After Hours,Dec-25,12731730000
9435,"Hikari Tsushin, Inc.",12-Feb-26,,Dec-25,12385150000
8136,"Sanrio Company, Ltd.",12-Feb-26,,Dec-25,12258570000
BAX,Baxter International Inc.,12-Feb-26,Pre Market,Dec-25,12255000000
8795,"T&D Holdings, Inc.",12-Feb-26,,Dec-25,11636470000
8113,Unicharm Corporation,12-Feb-26,,Dec-25,11632460000
6383,"Daifuku Co., Ltd.",12-Feb-26,,Dec-25,11626670000
500850,The Indian Hotels Company Limited,12-Feb-26,,Dec-25,11619390000
METSO,Metso Oyj,12-Feb-26,,Dec-25,11529350000
IPN,Ipsen S.A.,12-Feb-26,,Dec-25,11230130000
PCOR,"Procore Technologies, Inc.",12-Feb-26,After Hours,Dec-25,10917510000
KNSL,"Kinsale Capital Group, Inc.",12-Feb-26,After Hours,Dec-25,10863860000
ORNBV,Orion Oyj,12-Feb-26,,Dec-25,10774540000
7550,"Zensho Holdings Co., Ltd.",12-Feb-26,,Dec-25,10600320000
500257,Lupin Limited,12-Feb-26,,Dec-25,10499220000
CART,Maplebear Inc.,12-Feb-26,After Hours,Dec-25,10346420000
ORK,Orkla ASA,12-Feb-26,,Dec-25,10327380000
BCVN,Banque Cantonale Vaudoise,12-Feb-26,,Dec-25,10194420000
9024,Seibu Holdings Inc.,12-Feb-26,,Dec-25,9571280000
NVMI,Nova Ltd.,12-Feb-26,Pre Market,Dec-25,9548980000
MORN,"Morningstar, Inc.",12-Feb-26,After Hours,Dec-25,9537230000
2587,Suntory Beverage & Food Limited,12-Feb-26,,Dec-25,9523200000
CAE,CAE Inc.,12-Feb-26,,Dec-25,9224560000
XP,XP Inc.,12-Feb-26,After Hours,Dec-25,9134480000
6525,Kokusai Electric Corporation,12-Feb-26,,Dec-25,8850280000
7202,Isuzu Motors Limited,12-Feb-26,,Dec-25,8796440000
IGM,IGM Financial Inc.,12-Feb-26,,Dec-25,8697650000
FRT,Federal Realty Investment Trust,12-Feb-26,After Hours,Dec-25,8575720000
5831,"Shizuoka Financial Group,Inc.",12-Feb-26,,Dec-25,8562690000
7201,"Nissan Motor Co., Ltd.",12-Feb-26,,Dec-25,8514410000
BIRK,Birkenstock Holding plc,12-Feb-26,Pre Market,Dec-25,8461520000
SDR,Schroders plc,12-Feb-26,,Dec-25,8322250000
BIO,"Bio-Rad Laboratories, Inc.",12-Feb-26,After Hours,Dec-25,8162800000
NIBE B,NIBE Industrier AB (publ),12-Feb-26,,Dec-25,8030800000
MHK,"Mohawk Industries, Inc.",12-Feb-26,Pre Market,Dec-25,8025580000
CTRE,"CareTrust REIT, Inc.",12-Feb-26,After Hours,Dec-25,7924930000
500493,Bharat Forge Limited,12-Feb-26,,Dec-25,7872650000
LNC,Lincoln National Corporation,12-Feb-26,Pre Market,Dec-25,7789860000
BRKR,Bruker Corporation,12-Feb-26,Pre Market,Dec-25,7786980000
BROS,Dutch Bros Inc.,12-Feb-26,After Hours,Dec-25,7637120000
FROG,JFrog Ltd.,12-Feb-26,After Hours,Dec-25,7199460000
AL,Air Lease Corporation,12-Feb-26,,Dec-25,7171960000
STUB,"StubHub Holdings, Inc.",12-Feb-26,,Dec-25,7003160000
KEY,Keyera Corp.,12-Feb-26,,Dec-25,6914530000
RYAN,"Ryan Specialty Holdings, Inc.",12-Feb-26,After Hours,Dec-25,6813540000
500488,Abbott India Limited,12-Feb-26,,Dec-25,6653990000
DFY,Definity Financial Corporation,12-Feb-26,,Dec-25,6516620000
FACT,The Fertilisers and Chemicals Travancore Limited,12-Feb-26,,Dec-25,6420140000
FBIN,"Fortune Brands Innovations, Inc.",12-Feb-26,After Hours,Dec-25,6145080000
6869,Sysmex Corporation,12-Feb-26,,Dec-25,6098520000
2269,"Meiji Holdings Co., Ltd.",12-Feb-26,,Dec-25,6097130000
IRCTC,Indian Railway Catering & Tourism Corporation Limited,12-Feb-26,,Dec-25,6006000000
HR,Healthcare Realty Trust Incorporated,12-Feb-26,After Hours,Dec-25,5963620000
IVG,Iveco Group N.V.,12-Feb-26,,Dec-25,5880590000
GRKP,Graubündner Kantonalbank,12-Feb-26,,Dec-25,5840300000
BFAM,Bright Horizons Family Solutions Inc.,12-Feb-26,After Hours,Dec-25,5818270000
BIOCON,Biocon Limited,12-Feb-26,,Dec-25,5803760000
GTES,Gates Industrial Corporation plc,12-Feb-26,Pre Market,Dec-25,5800980000
523642,PI Industries Limited,12-Feb-26,,Dec-25,5496550000
VNT,Vontier Corporation,12-Feb-26,Pre Market,Dec-25,5394820000
3769,"GMO Payment Gateway, Inc.",12-Feb-26,,Dec-25,4812370000
GVA,Granite Construction Incorporated,12-Feb-26,Pre Market,Dec-25,4783640000
PETRONET,Petronet LNG Limited,12-Feb-26,,Dec-25,4713090000
A141080,LigaChem Biosciences Inc.,12-Feb-26,,Dec-25,4677740000
BDC,Belden Inc.,12-Feb-26,,Dec-25,4675140000
AFX,Carl Zeiss Meditec AG,12-Feb-26,,Dec-25,4650770000
CROX,"Crocs, Inc.",12-Feb-26,Pre Market,Dec-25,4636470000
CAR.UN,Canadian Apartment Properties Real Estate Investment Trust,12-Feb-26,,Dec-25,4610560000
FLUOROCHEM,Gujarat Fluorochemicals Limited,12-Feb-26,,Dec-25,4580010000
8804,"Tokyo Tatemono Co., Ltd.",12-Feb-26,,Dec-25,4516110000
1808,HASEKO Corporation,12-Feb-26,,Dec-25,4464310000
CAMX,Camurus AB (publ),12-Feb-26,,Dec-25,4366950000
NIQ,NIQ Global Intelligence plc,12-Feb-26,,Dec-25,4360100000
BGC,"BGC Group, Inc.",12-Feb-26,Pre Market,Dec-25,4352950000
SBRA,"Sabra Health Care REIT, Inc.",12-Feb-26,After Hours,Dec-25,4349830000
CNR,"Core Natural Resources, Inc.",12-Feb-26,Pre Market,Dec-25,4291310000
6856,"HORIBA, Ltd.",12-Feb-26,,Dec-25,4282460000
SEB,Seaboard Corporation,12-Feb-26,,Dec-25,4221070000
HCC,"Warrior Met Coal, Inc.",12-Feb-26,After Hours,Dec-25,4220860000
NH,Narayana Hrudayalaya Limited,12-Feb-26,,Dec-25,4196680000
HASI,"HA Sustainable Infrastructure Capital, Inc.",12-Feb-26,After Hours,Dec-25,4148010000
2212,"Yamazaki Baking Co., Ltd.",12-Feb-26,,Dec-25,4111000000
AC,Air Canada,12-Feb-26,,Dec-25,3902080000
MANTA,Mandatum Oyj,12-Feb-26,,Dec-25,3866540000
6113,"Amada Co., Ltd.",12-Feb-26,,Dec-25,3803340000
PBF,PBF Energy Inc.,12-Feb-26,Pre Market,Dec-25,3678160000
AUTO,AutoStore Holdings Ltd.,12-Feb-26,,Dec-25,3656510000
4527,"Rohto Pharmaceutical Co.,Ltd.",12-Feb-26,,Dec-25,3627930000
IPGP,IPG Photonics Corporation,12-Feb-26,Pre Market,Dec-25,3601220000
RARE,Ultragenyx Pharmaceutical Inc.,12-Feb-26,After Hours,Dec-25,3466960000
GQG,GQG Partners Inc.,12-Feb-26,,Dec-25,3466530000
5947,Rinnai Corporation,12-Feb-26,,Dec-25,3456610000
HTGC,"Hercules Capital, Inc.",12-Feb-26,After Hours,Dec-25,3418520000
AHL,Aspen Insurance Holdings Limited,12-Feb-26,,Dec-25,3400770000
LR,Legrand France SA,12-Feb-26,,Dec-25,3386570000
KEMIRA,Kemira Oyj,12-Feb-26,,Dec-25,3320120000
NHH,"Minor Hotels Europe & Americas, S.A.",12-Feb-26,,Dec-25,3310780000
5991,"NHK Spring Co., Ltd.",12-Feb-26,,Dec-25,3292790000
MLCO,Melco Resorts & Entertainment Limited,12-Feb-26,Pre Market,Dec-25,3277650000
4812,Dentsu Soken Inc.,12-Feb-26,,Dec-25,3259020000
9989,"Sundrug Co.,Ltd.",12-Feb-26,,Dec-25,3255500000
SPSC,"SPS Commerce, Inc.",12-Feb-26,After Hours,Dec-25,3232050000
SPHR,Sphere Entertainment Co.,12-Feb-26,Pre Market,Dec-25,3170870000
9468,Kadokawa Corporation,12-Feb-26,,Dec-25,3138240000
1662,"Japan Petroleum Exploration Co., Ltd.",12-Feb-26,,Dec-25,3099680000
GPSC,Global Power Synergy Public Company Limited,12-Feb-26,,Dec-25,3079180000
6481,"THK Co., Ltd.",12-Feb-26,,Dec-25,3054980000
539006,PTC Industries Limited,12-Feb-26,,Dec-25,3041860000
IDYA,"IDEAYA Biosciences, Inc.",12-Feb-26,,Dec-25,2982410000
DAE,Dätwyler Holding AG,12-Feb-26,,Dec-25,2973410000
STNG,Scorpio Tankers Inc.,12-Feb-26,Pre Market,Dec-25,2968820000
LXP,LXP Industrial Trust,12-Feb-26,Pre Market,Dec-25,2940790000
EEFT,"Euronet Worldwide, Inc.",12-Feb-26,Pre Market,Dec-25,2908450000
IGL,Indraprastha Gas Limited,12-Feb-26,,Dec-25,2877110000
4912,Lion Corporation,12-Feb-26,,Dec-25,2871430000
DOC,DO & CO Aktiengesellschaft,12-Feb-26,,Dec-25,2870020000
CALY,Callaway Golf Company,12-Feb-26,After Hours,Dec-25,2868580000
AVNT,Avient Corporation,12-Feb-26,Pre Market,Dec-25,2864300000
6268,Nabtesco Corporation,12-Feb-26,,Dec-25,2841250000
TNET,"TriNet Group, Inc.",12-Feb-26,Pre Market,Dec-25,2786240000
FLO,"Flowers Foods, Inc.",12-Feb-26,After Hours,Dec-25,2779110000
MING,SpareBank 1 SMN,12-Feb-26,,Dec-25,2759170000
9987,"Suzuken Co., Ltd.",12-Feb-26,,Dec-25,2745440000
BTDR,Bitdeer Technologies Group,12-Feb-26,Pre Market,Dec-25,2718700000
2433,Hakuhodo DY Holdings Inc,12-Feb-26,,Dec-25,2670650000
MTRN,Materion Corporation,12-Feb-26,Pre Market,Dec-25,2650270000
PHIN,PHINIA Inc.,12-Feb-26,Pre Market,Dec-25,2646390000
HUFV A,Hufvudstaden AB (publ),12-Feb-26,,Dec-25,2552900000
9006,Keikyu Corporation,12-Feb-26,,Dec-25,2551000000
DNOW,DNOW Inc.,12-Feb-26,,Dec-25,2549130000
KWS,KWS SAAT SE & Co. KGaA,12-Feb-26,,Dec-25,2546210000
TIETO,TietoEVRY Oyj,12-Feb-26,,Dec-25,2520830000
DBD,"Diebold Nixdorf, Incorporated",12-Feb-26,,Dec-25,2511060000
TOP,Thai Oil Public Company Limited,12-Feb-26,,Dec-25,2487800000
5711,Mitsubishi Materials Corporation,12-Feb-26,,Dec-25,2484180000
3105,WIN Semiconductors Corp.,12-Feb-26,,Dec-25,2471640000
VEI,Veidekke ASA,12-Feb-26,,Dec-25,2466800000
OUT1V,Outokumpu Oyj,12-Feb-26,,Dec-25,2412560000
6005,"Miura Co., Ltd.",12-Feb-26,,Dec-25,2399350000
9449,"GMO internet group, Inc.",12-Feb-26,,Dec-25,2326790000
TXG,"10x Genomics, Inc.",12-Feb-26,After Hours,Dec-25,2320980000
506401,Deepak Nitrite Limited,12-Feb-26,,Dec-25,2302460000
GEO,"The GEO Group, Inc.",12-Feb-26,,Dec-25,2301050000
IRDM,Iridium Communications Inc.,12-Feb-26,,Dec-25,2280310000
5741,UACJ Corporation,12-Feb-26,,Dec-25,2277500000
BNBR3,Banco do Nordeste do Brasil S.A.,12-Feb-26,,Dec-25,2184940000
TRN,"Trinity Industries, Inc.",12-Feb-26,Pre Market,Dec-25,2167280000
9409,TV Asahi Holdings Corporation,12-Feb-26,,Dec-25,2112960000
4922,KOSE Holdings Corporation,12-Feb-26,,Dec-25,2054490000
GEL,"Genesis Energy, L.P.",12-Feb-26,,Dec-25,2052500000
8129,"Toho Holdings Co., Ltd.",12-Feb-26,,Dec-25,2009630000
OGN,Organon & Co.,12-Feb-26,Pre Market,Dec-25,2004470000
7014,"Namura Shipbuilding Co., Ltd.",12-Feb-26,,Dec-25,1988180000
YELP,Yelp Inc.,12-Feb-26,After Hours,Dec-25,1978840000
TGS,TGS ASA,12-Feb-26,,Dec-25,1975120000
FAGR,Fagron NV,12-Feb-26,,Dec-25,1974150000
TFI,TF1 SA,12-Feb-26,,Dec-25,1973340000
AORT,"Artivion, Inc.",12-Feb-26,After Hours,Dec-25,1936890000
7762,"Citizen Watch Co., Ltd.",12-Feb-26,,Dec-25,1921010000
FWDI,"Forward Industries, Inc.",12-Feb-26,After Hours,Dec-25,1916570000
2264,"Morinaga Milk Industry Co., Ltd.",12-Feb-26,,Dec-25,1907470000
HR.UN,H&R Real Estate Investment Trust,12-Feb-26,,Dec-25,1880280000
VAIAS,Vaisala Oyj,12-Feb-26,,Dec-25,1873500000
141A,"TRIAL Holdings, Inc.",12-Feb-26,,Dec-25,1836610000
AQ,AQ Group AB (publ),12-Feb-26,,Dec-25,1829290000
SLVM,Sylvamo Corporation,12-Feb-26,Pre Market,Dec-25,1807080000
2441,Greatek Electronics Inc.,12-Feb-26,,Dec-25,1804420000
ISB,Íslandsbanki hf.,12-Feb-26,,Dec-25,1799400000
BELL,Bell Food Group AG,12-Feb-26,,Dec-25,1769010000
8876,"Relo Group, Inc.",12-Feb-26,,Dec-25,1755280000
NATCOPHARM,NATCO Pharma Limited,12-Feb-26,,Dec-25,1747280000
BWP,BWP Trust,12-Feb-26,,Dec-25,1738480000
1719,Hazama Ando Corporation,12-Feb-26,,Dec-25,1737740000
BLX,"Banco Latinoamericano de Comercio Exterior, S. A.",12-Feb-26,,Dec-25,1720340000
TRIP,"Tripadvisor, Inc.",12-Feb-26,,Dec-25,1719940000
NMM,Navios Maritime Partners L.P.,12-Feb-26,,Dec-25,1684720000
VIMIAN,Vimian Group AB (publ),12-Feb-26,,Dec-25,1670250000
AGIO,"Agios Pharmaceuticals, Inc.",12-Feb-26,Pre Market,Dec-25,1664280000
LIAB,Lindab International AB (publ),12-Feb-26,,Dec-25,1639100000
SOC,Sable Offshore Corp.,12-Feb-26,,Dec-25,1511950000
FIBRAMQ 12,FIBRA Macquarie México,12-Feb-26,,Dec-25,1499180000
HIMX,"Himax Technologies, Inc.",12-Feb-26,Pre Market,Dec-25,1474520000
6744,Nohmi Bosai Ltd.,12-Feb-26,,Dec-25,1464930000
1820,"Nishimatsu Construction Co., Ltd.",12-Feb-26,,Dec-25,1459990000
KIT,Kitron ASA,12-Feb-26,,Dec-25,1449150000
LPI,LPI Capital Bhd,12-Feb-26,,Dec-25,1446170000
ELEC,Électricite de Strasbourg Société Anonyme,12-Feb-26,,Dec-25,1444570000
NONG,SpareBank 1 Nord-Norge,12-Feb-26,,Dec-25,1438660000
4784,"GMO internet, Inc.",12-Feb-26,,Dec-25,1430900000
ASHM,Ashmore Group Plc,12-Feb-26,,Dec-25,1418210000
TRUP,"Trupanion, Inc.",12-Feb-26,After Hours,Dec-25,1417760000
A028670,"Pan Ocean Co., Ltd.",12-Feb-26,,Dec-25,1407080000
USIM5,Usinas Siderúrgicas de Minas Gerais S.A.,12-Feb-26,,Dec-25,1388980000
TSU,Trisura Group Ltd.,12-Feb-26,,Dec-25,1371380000
9031,"Nishi-Nippon Railroad Co., Ltd.",12-Feb-26,,Dec-25,1365170000
NORCO,Norconsult ASA,12-Feb-26,,Dec-25,1356860000
IVSO,Invisio AB (publ),12-Feb-26,,Dec-25,1323660000
5301,"Tokai Carbon Co., Ltd.",12-Feb-26,,Dec-25,1322560000
VBK,Verbio SE,12-Feb-26,,Dec-25,1322400000
JCAP,"Jefferson Capital, Inc.",12-Feb-26,,Dec-25,1274810000
7242,KYB Corporation,12-Feb-26,,Dec-25,1268720000
INGERRAND,Ingersoll-Rand (India) Limited,12-Feb-26,,Dec-25,1254580000
NMAX,Newsmax Inc.,12-Feb-26,,Dec-25,1253840000
BCP,Bangchak Corporation Public Company Limited,12-Feb-26,,Dec-25,1249490000
4041,"Nippon Soda Co., Ltd.",12-Feb-26,,Dec-25,1243800000
AMBEA,Ambea AB (publ),12-Feb-26,,Dec-25,1233590000
8154,"Kaga Electronics Co.,Ltd.",12-Feb-26,,Dec-25,1226500000
FLOW,Flow Traders Ltd.,12-Feb-26,,Dec-25,1210630000
8066,Mitani Corporation,12-Feb-26,,Dec-25,1209240000
EMBRAC B,Embracer Group AB (publ),12-Feb-26,,Dec-25,1197690000
PDFS,"PDF Solutions, Inc.",12-Feb-26,After Hours,Dec-25,1190920000
MTL,Mullen Group Ltd.,12-Feb-26,,Dec-25,1172020000
504918,The Sandur Manganese & Iron Ores Limited,12-Feb-26,,Dec-25,1166610000
530843,Cupid Limited,12-Feb-26,,Dec-25,1164820000
BIOG B,BioGaia AB (publ),12-Feb-26,,Dec-25,1161040000
8698,"Monex Group, Inc.",12-Feb-26,,Dec-25,1159870000
4045,"Toagosei Co., Ltd.",12-Feb-26,,Dec-25,1134950000
4478,freee K.K.,12-Feb-26,,Dec-25,1116060000
COHU,"Cohu, Inc.",12-Feb-26,After Hours,Dec-25,1115020000
7157,Lifenet Insurance Company,12-Feb-26,,Dec-25,1102860000
6498,KITZ Corporation,12-Feb-26,,Dec-25,1097340000
ATX,ATEX Resources Inc.,12-Feb-26,,Dec-25,1097220000
7716,Nakanishi Inc.,12-Feb-26,,Dec-25,1055830000
FASW,PT Fajar Surya Wisesa Tbk,12-Feb-26,,Dec-25,1051750000
9025,"Konoike Transport Co.,Ltd.",12-Feb-26,,Dec-25,1045330000
9722,Fujita Kanko Inc.,12-Feb-26,,Dec-25,1044420000
SIP,Sipef NV,12-Feb-26,,Dec-25,1032560000
8511,"Japan Securities Finance Co., Ltd.",12-Feb-26,,Dec-25,1016410000
6278,Union Tool Co.,12-Feb-26,,Dec-25,986600000
3076,Ai Holdings Corporation,12-Feb-26,,Dec-25,957300000
HARVIA,Harvia Oyj,12-Feb-26,,Dec-25,951200000
6523,PHC Holdings Corporation,12-Feb-26,,Dec-25,949110000
CPACASC1,Cementos Pacasmayo S.A.A.,12-Feb-26,,Dec-25,917020000
6740,Japan Display Inc.,12-Feb-26,,Dec-25,913490000
5161,"Nishikawa Rubber Co., Ltd.",12-Feb-26,,Dec-25,912080000
UTZ,"Utz Brands, Inc.",12-Feb-26,,Dec-25,911850000
1762,"Takamatsu Construction Group Co., Ltd.",12-Feb-26,,Dec-25,902750000
7222,"Nissan Shatai Co., Ltd.",12-Feb-26,,Dec-25,901450000
VOLO,Volati AB (publ),12-Feb-26,,Dec-25,887370000
AKBM,Aker BioMarine ASA,12-Feb-26,,Dec-25,877280000
IRBR3,IRB-Brasil Resseguros S.A.,12-Feb-26,,Dec-25,855100000
ANGX,"Angel Studios, Inc.",12-Feb-26,,Dec-25,854970000
DRUG,Bright Minds Biosciences Inc.,12-Feb-26,,Dec-25,853550000
4776,"Cybozu, Inc.",12-Feb-26,,Dec-25,845450000
OPTU,"Optimum Communications, Inc.",12-Feb-26,Pre Market,Dec-25,845300000
RAY B,RaySearch Laboratories AB (publ),12-Feb-26,,Dec-25,838090000
OLVAS,Olvi Oyj,12-Feb-26,,Dec-25,824880000
7976,"Mitsubishi Pencil Co., Ltd.",12-Feb-26,,Dec-25,815770000
8051,Yamazen Corporation,12-Feb-26,,Dec-25,806640000
2146,"UT Group Co.,Ltd.",12-Feb-26,,Dec-25,800500000
PEXIP,Pexip Holding ASA,12-Feb-26,,Dec-25,800270000
B2I,B2 Impact ASA,12-Feb-26,,Dec-25,799740000
9413,TV TOKYO Holdings Corporation,12-Feb-26,,Dec-25,797990000
1879,Shinnihon Corporation,12-Feb-26,,Dec-25,789770000
INSTAL,Instalco AB (publ),12-Feb-26,,Dec-25,782360000
PACB,"Pacific Biosciences of California, Inc.",12-Feb-26,After Hours,Dec-25,778920000
502219,Borosil Renewables Limited,12-Feb-26,,Dec-25,773480000
WYFI,"WhiteFiber, Inc.",12-Feb-26,,Dec-25,769410000
6376,"Nikkiso Co., Ltd.",12-Feb-26,,Dec-25,764840000
506655,Sudarshan Chemical Industries Limited,12-Feb-26,,Dec-25,756890000
4819,"Digital Garage, Inc.",12-Feb-26,,Dec-25,755700000
YUBICO,Yubico AB,12-Feb-26,,Dec-25,741240000
4633,Sakata INX Corporation,12-Feb-26,,Dec-25,735770000
2767,Tsuburaya Fields Holdings Inc.,12-Feb-26,,Dec-25,734660000
STEF B,Stendörren Fastigheter AB (publ),12-Feb-26,,Dec-25,724830000
6250,Yamabiko Corporation,12-Feb-26,,Dec-25,724160000
AIP,"Arteris, Inc.",12-Feb-26,,Dec-25,705490000
GAU,Galiano Gold Inc.,12-Feb-26,After Hours,Dec-25,676160000
7718,"Star Micronics Co., Ltd.",12-Feb-26,,Dec-25,674860000
3993,PKSHA Technology Inc.,12-Feb-26,,Dec-25,667690000
8117,Central Automotive Products Ltd.,12-Feb-26,,Dec-25,666360000
SECARE,Swedencare AB (publ),12-Feb-26,,Dec-25,661880000
1975,"Asahi Kogyosha Co., Ltd.",12-Feb-26,,Dec-25,653340000
3465,"Ki-Star Real Estate Co.,Ltd",12-Feb-26,,Dec-25,650420000
VALUEGF O,"Value Grupo Financiero, S.A.B. de C.V.",12-Feb-26,,Dec-25,646380000
CRSR,"Corsair Gaming, Inc.",12-Feb-26,After Hours,Dec-25,639450000
ADMF,PT Adira Dinamika Multi Finance Tbk,12-Feb-26,,Dec-25,639300000
A181710,NHN Corporation,12-Feb-26,,Dec-25,637590000
MSC,Studio City International Holdings Limited,12-Feb-26,,Dec-25,623990000
4971,MEC Company Ltd.,12-Feb-26,,Dec-25,623420000
3964,Aucnet Inc.,12-Feb-26,,Dec-25,615890000
NMAN,Nederman Holding AB (publ),12-Feb-26,,Dec-25,607470000
MEKKO,Marimekko Oyj,12-Feb-26,,Dec-25,605290000
4526,"Riken Vitamin Co., Ltd.",12-Feb-26,,Dec-25,589710000
ECX,ECARX Holdings Inc.,12-Feb-26,Pre Market,Dec-25,584150000
