Ticker,Company,Date,Time,Quarter Ending, Market Cap 
MCHB,Mechanics Bancorp,30-Jan-26,,25-Dec,"2,936,250,000"
HMN,CapitaLand Ascott Trust,30-Jan-26,,25-Dec,"2,863,980,000"
A004020,Hyundai Steel Company,30-Jan-26,,25-Dec,"2,831,990,000"
515030,Asahi India Glass Limited,30-Jan-26,,25-Dec,"2,823,790,000"
LIGHT,Signify N.V.,30-Jan-26,,25-Dec,"2,819,380,000"
9065,Sankyu Inc.,30-Jan-26,,25-Dec,"2,779,040,000"
7327,"Daishi Hokuetsu Financial Group, Inc.",30-Jan-26,,25-Dec,"2,730,750,000"
LALPATHLAB,Dr. Lal PathLabs Limited,30-Jan-26,,25-Dec,"2,671,520,000"
6770,"Alps Alpine Co., Ltd.",30-Jan-26,,25-Dec,"2,644,490,000"
9301,Mitsubishi Logistics Corporation,30-Jan-26,,25-Dec,"2,636,800,000"
6526,Socionext Inc.,30-Jan-26,,25-Dec,"2,560,780,000"
TOWN,TowneBank,30-Jan-26,,25-Dec,"2,558,730,000"
10,Hang Lung Group Limited,30-Jan-26,,25-Dec,"2,525,040,000"
AADHARHFC,Aadhar Housing Finance Limited,30-Jan-26,,25-Dec,"2,486,220,000"
4205,Zeon Corporation,30-Jan-26,,25-Dec,"2,423,440,000"
532929,Brigade Enterprises Limited,30-Jan-26,,25-Dec,"2,409,780,000"
532144,Welspun Corp Limited,30-Jan-26,,25-Dec,"2,325,130,000"
9504,"The Chugoku Electric Power Co., Inc.",30-Jan-26,,25-Dec,"2,254,220,000"
WT,"WisdomTree, Inc.",30-Jan-26,Pre Market,25-Dec,"2,226,730,000"
ATRLJ B,Atrium Ljungberg AB (publ),30-Jan-26,,25-Dec,"2,177,740,000"
4043,Tokuyama Corporation,30-Jan-26,,25-Dec,"2,092,550,000"
9507,"Shikoku Electric Power Company, Incorporated",30-Jan-26,,25-Dec,"2,083,620,000"
7173,"Tokyo Kiraboshi Financial Group, Inc.",30-Jan-26,,25-Dec,"1,949,810,000"
SCATC,Scatec ASA,30-Jan-26,,25-Dec,"1,944,670,000"
6436,Amano Corporation,30-Jan-26,,25-Dec,"1,936,360,000"
500233,Kajaria Ceramics Limited,30-Jan-26,,25-Dec,"1,935,730,000"
3189,Kinsus Interconnect Technology Corp.,30-Jan-26,,25-Dec,"1,930,580,000"
SBNOR,Sparebanken Norge,30-Jan-26,,25-Dec,"1,916,680,000"
NISP,PT Bank OCBC NISP Tbk,30-Jan-26,,25-Dec,"1,873,450,000"
6454,"Max Co., Ltd.",30-Jan-26,,25-Dec,"1,870,000,000"
ELUX B,AB Electrolux (publ),30-Jan-26,,25-Dec,"1,831,980,000"
6508,Meidensha Corporation,30-Jan-26,,25-Dec,"1,819,600,000"
6135,"Makino Milling Machine Co., Ltd.",30-Jan-26,,25-Dec,"1,813,540,000"
INTELLECT,Intellect Design Arena Limited,30-Jan-26,,25-Dec,"1,804,550,000"
2782,"Seria Co., Ltd.",30-Jan-26,,25-Dec,"1,766,060,000"
9759,"NSD Co., Ltd.",30-Jan-26,,25-Dec,"1,741,740,000"
DOMS,DOMS Industries Limited,30-Jan-26,,25-Dec,"1,732,820,000"
532605,JBM Auto Limited,30-Jan-26,,25-Dec,"1,731,740,000"
524200,Vinati Organics Limited,31-Jan-26,,25-Dec,"1,724,280,000"
ARCB,ArcBest Corporation,30-Jan-26,Pre Market,25-Dec,"1,723,670,000"
5191,Sumitomo Riko Company Limited,30-Jan-26,,25-Dec,"1,708,670,000"
RRKABEL,R R Kabel Limited,31-Jan-26,,25-Dec,"1,668,360,000"
1941,Chudenko Corporation,30-Jan-26,,25-Dec,"1,666,770,000"
ARCLK,Arçelik Anonim Sirketi,30-Jan-26,,25-Dec,"1,601,140,000"
2127,Nihon M&A Center Holdings Inc.,30-Jan-26,,25-Dec,"1,462,410,000"
RBCA.A,"Republic Bancorp, Inc.",30-Jan-26,,25-Dec,"1,451,240,000"
9509,"Hokkaido Electric Power Company, Incorporated",30-Jan-26,,25-Dec,"1,375,290,000"
526612,Blue Dart Express Limited,30-Jan-26,,25-Dec,"1,372,250,000"
JPPOWER,Jaiprakash Power Ventures Limited,30-Jan-26,,25-Dec,"1,356,470,000"
4547,"Kissei Pharmaceutical Co., Ltd.",30-Jan-26,,25-Dec,"1,211,510,000"
1950,"Nippon Densetsu Kogyo Co., Ltd.",30-Jan-26,,25-Dec,"1,177,070,000"
2121,"MIXI, Inc.",30-Jan-26,,25-Dec,"1,159,810,000"
8585,Orient Corporation,30-Jan-26,,25-Dec,"1,147,010,000"
7476,AS ONE Corporation,30-Jan-26,,25-Dec,"1,142,360,000"
SFA,Sopharma AD,30-Jan-26,,25-Dec,"1,141,760,000"
FINPIPE,Finolex Industries Limited,31-Jan-26,,25-Dec,"1,138,900,000"
530517,Relaxo Footwears Limited,30-Jan-26,,25-Dec,"1,123,420,000"
MEDPLUS,MedPlus Health Services Limited,30-Jan-26,,25-Dec,"1,108,560,000"
9936,Ohsho Food Service Corp.,30-Jan-26,,25-Dec,"1,072,560,000"
CLEAN,Clean Science and Technology Limited,31-Jan-26,,25-Dec,"1,072,560,000"
A007810,"Korea Circuit Co., Ltd.",30-Jan-26,,25-Dec,"1,068,710,000"
9708,"Imperial Hotel, Ltd.",30-Jan-26,,25-Dec,"1,062,390,000"
TMP,Tompkins Financial Corporation,30-Jan-26,,25-Dec,"1,059,160,000"
8388,"The Awa Bank, Ltd.",30-Jan-26,,25-Dec,"1,054,120,000"
LPG,Dorian LPG Ltd.,30-Jan-26,,25-Dec,"1,050,390,000"
9110,"NS United Kaiun Kaisha, Ltd.",30-Jan-26,,25-Dec,"1,038,990,000"
JLHL,Jupiter Life Line Hospitals Limited,30-Jan-26,,25-Dec,"1,034,770,000"
JM,JM AB (publ),30-Jan-26,,25-Dec,"1,030,080,000"
5703,"Nippon Light Metal Holdings Company, Ltd.",30-Jan-26,,25-Dec,"974,770,000"
STAR,Strides Pharma Science Limited,30-Jan-26,,25-Dec,"973,780,000"
8803,"Heiwa Real Estate Co., Ltd.",30-Jan-26,,25-Dec,"965,470,000"
PLAZ B,Platzer Fastigheter Holding AB (publ),30-Jan-26,,25-Dec,"961,360,000"
9715,transcosmos inc.,30-Jan-26,,25-Dec,"945,120,000"
9882,Yellow Hat Ltd.,30-Jan-26,,25-Dec,"942,490,000"
ARJO B,Arjo AB (publ),30-Jan-26,,25-Dec,"931,380,000"
5352,Krosaki Harima Corporation,30-Jan-26,,25-Dec,"902,310,000"
2175,"SMS Co., Ltd.",30-Jan-26,,25-Dec,"882,330,000"
500335,Birla Corporation Limited,31-Jan-26,,25-Dec,"864,330,000"
A000080,"HITEJINRO Co., Ltd.",30-Jan-26,,25-Dec,"857,090,000"
500101,Arvind Limited,30-Jan-26,,25-Dec,"851,620,000"
9832,"Autobacs Seven Co., Ltd.",30-Jan-26,,25-Dec,"844,170,000"
OPY,Oppenheimer Holdings Inc.,30-Jan-26,,25-Dec,"811,770,000"
A085620,"MIRAE ASSET Life Insurance Co., Ltd.",30-Jan-26,,25-Dec,"808,360,000"
6455,Morita Holdings Corporation,30-Jan-26,,25-Dec,"770,160,000"
8892,ES-CON JAPAN Ltd.,30-Jan-26,,25-Dec,"749,390,000"
533286,MOIL Limited,30-Jan-26,,25-Dec,"743,670,000"
6777,santec Holdings Corporation,30-Jan-26,,25-Dec,"724,950,000"
7575,"Japan Lifeline Co., Ltd.",30-Jan-26,,25-Dec,"722,960,000"
6491,Pegavision Corporation,30-Jan-26,,25-Dec,"719,610,000"
7595,ARGO GRAPHICS Inc.,30-Jan-26,,25-Dec,"719,080,000"
8871,"GOLDCREST Co.,Ltd.",30-Jan-26,,25-Dec,"705,990,000"
6080,"M&A Capital Partners Co.,Ltd.",30-Jan-26,,25-Dec,"698,070,000"
8345,"The Bank of Iwate, Ltd.",30-Jan-26,,25-Dec,"694,690,000"
7943,Nichiha Corporation,30-Jan-26,,25-Dec,"691,950,000"
2805,S&B Foods Inc.,30-Jan-26,,25-Dec,"684,230,000"
6727,"Wacom Co., Ltd.",30-Jan-26,,25-Dec,"681,690,000"
4216,Asahi Yukizai Corporation,30-Jan-26,,25-Dec,"681,100,000"
GAEL,Gujarat Ambuja Exports Limited,30-Jan-26,,25-Dec,"680,440,000"
2109,"Mitsui DM Sugar Co.,Ltd.",30-Jan-26,,25-Dec,"662,340,000"
6104,"Shibaura Machine Co.,Ltd.",30-Jan-26,,25-Dec,"655,550,000"
8014,"Chori Co., Ltd.",30-Jan-26,,25-Dec,"636,170,000"
517168,Subros Limited,30-Jan-26,,25-Dec,"627,910,000"
8550,"The Tochigi Bank, Ltd.",30-Jan-26,,25-Dec,"611,480,000"
8818,"Keihanshin Building Co., Ltd.",30-Jan-26,,25-Dec,"604,620,000"
7839,"Shoei Co., Ltd.",30-Jan-26,,25-Dec,"600,350,000"
3762,TechMatrix Corporation,30-Jan-26,,25-Dec,"598,160,000"
9997,"Belluna Co., Ltd.",30-Jan-26,,25-Dec,"594,500,000"
6810,"Maxell, Ltd.",30-Jan-26,,25-Dec,"580,300,000"
6737,EIZO Corporation,30-Jan-26,,25-Dec,"576,250,000"
6961,Enplas Corporation,30-Jan-26,,25-Dec,"545,100,000"
4549,"Eiken Chemical Co., Ltd.",30-Jan-26,,25-Dec,"531,490,000"
8084,Ryoden Corporation,30-Jan-26,,25-Dec,"531,250,000"
6196,"Strike Company,Limited",30-Jan-26,,25-Dec,"524,990,000"
1976,"MEISEI INDUSTRIAL Co.,Ltd.",30-Jan-26,,25-Dec,"524,950,000"
RRBI,"Red River Bancshares, Inc.",30-Jan-26,,25-Dec,"522,220,000"
2326,Digital Arts Inc.,30-Jan-26,,25-Dec,"517,370,000"
6946,"Nippon Avionics Co., Ltd.",30-Jan-26,,25-Dec,"514,420,000"
6331,"Mitsubishi Kakoki Kaisha, Ltd.",30-Jan-26,,25-Dec,"503,290,000"
