Ticker,Company,Date,Time,Quarter Ending,Market Cap
ZYDUSLIFE,Zydus Lifesciences Limited,09-Feb-26,,Dec-25,11201500000
5838,"Rakuten Bank, Ltd.",09-Feb-26,,Dec-25,9905890000
A259960,"KRAFTON, Inc.",09-Feb-26,,Dec-25,9495090000
MNDY,monday.com Ltd.,09-Feb-26,Pre Market,Dec-25,9463300000
4523,"Eisai Co., Ltd.",09-Feb-26,,Dec-25,9163780000
5713,"Sumitomo Metal Mining Co., Ltd.",09-Feb-26,,Dec-25,9002730000
AMKR,"Amkor Technology, Inc.",09-Feb-26,After Hours,Dec-25,8520760000
CLF,Cleveland-Cliffs Inc.,09-Feb-26,Pre Market,Dec-25,8510140000
4151,"Kyowa Kirin Co., Ltd.",09-Feb-26,,Dec-25,8461030000
FROTO,Ford Otomotiv Sanayi A.S.,09-Feb-26,,Dec-25,8317380000
BRX,Brixmor Property Group Inc.,09-Feb-26,After Hours,Dec-25,8231020000
VNO,Vornado Realty Trust,09-Feb-26,After Hours,Dec-25,7877500000
SAGA A,AB Sagax (publ),09-Feb-26,,Dec-25,7838320000
AUROPHARMA,Aurobindo Pharma Limited,09-Feb-26,,Dec-25,7761720000
AMTM,"Amentum Holdings, Inc.",09-Feb-26,After Hours,Dec-25,7662310000
VAKBN,Türkiye Vakiflar Bankasi Türk Anonim Ortakligi,09-Feb-26,,Dec-25,7530930000
SSD,"Simpson Manufacturing Co., Inc.",09-Feb-26,,Dec-25,6962670000
KD,"Kyndryl Holdings, Inc.",09-Feb-26,Pre Market,Dec-25,6006670000
523457,Linde India Limited,09-Feb-26,,Dec-25,5621170000
MOTV3,Motiva Infraestrutura de Mobilidade S.A.,09-Feb-26,,Dec-25,5599920000
MIL,Bank Millennium S.A.,09-Feb-26,,Dec-25,5280920000
4021,Nissan Chemical Corporation,09-Feb-26,,Dec-25,4872380000
KRC,Kilroy Realty Corporation,09-Feb-26,After Hours,Dec-25,4797300000
6845,Azbil Corporation,09-Feb-26,,Dec-25,4788580000
3529,eMemory Technology Inc.,09-Feb-26,,Dec-25,4767150000
4186,"Tokyo Ohka Kogyo Co., Ltd.",09-Feb-26,,Dec-25,4671000000
ISAT,PT Indosat Ooredoo Hutchison Tbk,09-Feb-26,,Dec-25,4637070000
A950160,"Kolon TissueGene, Inc.",09-Feb-26,,Dec-25,4596550000
LOG,"Logista Integral, S.A.",09-Feb-26,,Dec-25,4496620000
5801,"Furukawa Electric Co., Ltd.",09-Feb-26,,Dec-25,4469820000
501301,Tata Investment Corporation Limited,09-Feb-26,,Dec-25,4435850000
PSK,PrairieSky Royalty Ltd.,09-Feb-26,,Dec-25,4354890000
5631,"The Japan Steel Works, Ltd.",09-Feb-26,,Dec-25,4288660000
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,09-Feb-26,,Dec-25,3998710000
A000880,Hanwha Corporation,09-Feb-26,,Dec-25,3927980000
A001040,CJ Corporation,09-Feb-26,,Dec-25,3907220000
KPRMILL,K.P.R. Mill Limited,09-Feb-26,,Dec-25,3724250000
7459,MediPal Holdings Corporation,09-Feb-26,,Dec-25,3601310000
532504,Navin Fluorine International Limited,09-Feb-26,,Dec-25,3389960000
4980,Dexerials Corporation,09-Feb-26,,Dec-25,3365080000
534309,NBCC (India) Limited,09-Feb-26,,Dec-25,3203090000
PCH,PotlatchDeltic Corporation,09-Feb-26,,Dec-25,3159660000
GTM,ZoomInfo Technologies Inc.,09-Feb-26,After Hours,Dec-25,3156430000
4385,"Mercari, Inc.",09-Feb-26,,Dec-25,3131480000
3405,"Kuraray Co., Ltd.",09-Feb-26,,Dec-25,3088480000
A078930,GS Holdings Corp.,09-Feb-26,,Dec-25,3049190000
9008,Keio Corporation,09-Feb-26,,Dec-25,3031840000
BAKKA,P/F Bakkafrost,09-Feb-26,,Dec-25,2836240000
BRES,Barwa Real Estate Company Q.P.S.C.,09-Feb-26,,Dec-25,2800510000
RAMCOCEM,The Ramco Cements Limited,09-Feb-26,,Dec-25,2772980000
1893,"Penta-Ocean Construction Co., Ltd.",09-Feb-26,,Dec-25,2770200000
4613,"Kansai Paint Co., Ltd.",09-Feb-26,,Dec-25,2707740000
5393,Nichias Corporation,09-Feb-26,,Dec-25,2698190000
A052690,"KEPCO Engineering & Construction Company, Inc.",09-Feb-26,,Dec-25,2688670000
7189,"Nishi-Nippon Financial Holdings, Inc.",09-Feb-26,,Dec-25,2675320000
EIHOTEL,EIH Limited,09-Feb-26,,Dec-25,2630520000
PFIZER,Pfizer Limited,09-Feb-26,,Dec-25,2544490000
506820,AstraZeneca Pharma India Limited,09-Feb-26,,Dec-25,2541280000
500033,Force Motors Limited,09-Feb-26,,Dec-25,2492570000
CURB,Curbline Properties Corp.,09-Feb-26,Pre Market,Dec-25,2412930000
524558,Neuland Laboratories Limited,09-Feb-26,,Dec-25,2401770000
UPWK,Upwork Inc.,09-Feb-26,After Hours,Dec-25,2347140000
GT,The Goodyear Tire & Rubber Company,09-Feb-26,After Hours,Dec-25,2317900000
A097950,CJ Cheiljedang Corporation,09-Feb-26,,Dec-25,2288000000
5463,Maruichi Steel Tube Ltd.,09-Feb-26,,Dec-25,2232650000
SCHNEIDER,Schneider Electric Infrastructure Limited,09-Feb-26,,Dec-25,1999570000
ALUA,Aluar Aluminio Argentino S.A.I.C.,09-Feb-26,,Dec-25,1985260000
AKSEN,Aksa Enerji Üretim A.S.,09-Feb-26,,Dec-25,1923750000
BRAV,Bravida Holding AB (publ),09-Feb-26,,Dec-25,1879120000
DAC,Danaos Corporation,09-Feb-26,After Hours,Dec-25,1843970000
PFOCUS,Prime Focus Limited,09-Feb-26,,Dec-25,1842170000
A263750,Pearl Abyss Corp.,09-Feb-26,,Dec-25,1841780000
A017800,"Hyundai Elevator Co., Ltd",09-Feb-26,,Dec-25,1818900000
5805,SWCC Corporation,09-Feb-26,,Dec-25,1806260000
4001,Abdullah Al-Othaim Markets Company,09-Feb-26,,Dec-25,1799760000
A237690,"ST Pharm Co.,Ltd.",09-Feb-26,,Dec-25,1792570000
SVM,Silvercorp Metals Inc.,09-Feb-26,After Hours,Dec-25,1779550000
A051600,"KEPCO Plant Service & Engineering Co.,Ltd.",09-Feb-26,,Dec-25,1774650000
4046,"Osaka Soda Co., Ltd.",09-Feb-26,,Dec-25,1758370000
1830,Leejam Sports Company,09-Feb-26,,Dec-25,1747770000
MMT,Métropole Télévision S.A.,09-Feb-26,,Dec-25,1747580000
PGY,Pagaya Technologies Ltd.,09-Feb-26,Pre Market,Dec-25,1738960000
NTB,The Bank of N.T. Butterfield & Son Limited,09-Feb-26,,Dec-25,1737500000
KIRLOSENG,Kirloskar Oil Engines Limited,09-Feb-26,,Dec-25,1736720000
EIDPARRY,E.I.D.- Parry (India) Limited,09-Feb-26,,Dec-25,1704690000
9616,"Kyoritsu Maintenance Co., Ltd.",09-Feb-26,,Dec-25,1641240000
NYF,Nyfosa AB (publ),09-Feb-26,,Dec-25,1639530000
RHLD,"Resolute Holdings Management, Inc.",09-Feb-26,,Dec-25,1627870000
A139480,E-MART Inc.,09-Feb-26,,Dec-25,1593600000
IRCON,Ircon International Limited,09-Feb-26,,Dec-25,1569250000
8086,Nipro Corporation,09-Feb-26,,Dec-25,1519800000
SBH,"Sally Beauty Holdings, Inc.",09-Feb-26,Pre Market,Dec-25,1454670000
8850,Starts Corporation Inc.,09-Feb-26,,Dec-25,1452090000
TECHNOE,Techno Electric & Engineering Company Limited,09-Feb-26,,Dec-25,1428210000
A004990,LOTTE Corporation,09-Feb-26,,Dec-25,1420230000
A069960,Hyundai Department Store Co. Ltd.,09-Feb-26,,Dec-25,1393520000
TRIDENT,Trident Limited,09-Feb-26,,Dec-25,1387820000
500043,Bata India Limited,09-Feb-26,,Dec-25,1366570000
KUO B,"Kuo, S.A.B. de C.V.",09-Feb-26,,Dec-25,1351470000
UVV,Universal Corporation,09-Feb-26,Pre Market,Dec-25,1319580000
A006040,"Dongwon Industries Co., Ltd.",09-Feb-26,,Dec-25,1303080000
A000120,CJ Logistics Corporation,09-Feb-26,,Dec-25,1292920000
507205,Tilaknagar Industries Ltd.,09-Feb-26,,Dec-25,1243150000
512573,Avanti Feeds Limited,09-Feb-26,,Dec-25,1222660000
3569,"Seiren Co.,Ltd.",09-Feb-26,,Dec-25,1206490000
ENGINERSIN,Engineers India Limited,09-Feb-26,,Dec-25,1205180000
1333,Maruha Nichiro Corporation,09-Feb-26,,Dec-25,1193340000
SANSERA,Sansera Engineering Limited,09-Feb-26,,Dec-25,1176110000
4544,"H.U. Group Holdings, Inc.",09-Feb-26,,Dec-25,1174890000
509488,Graphite India Limited,09-Feb-26,,Dec-25,1174000000
HEG,HEG Limited,09-Feb-26,,Dec-25,1147360000
8361,"The Ogaki Kyoritsu Bank, Ltd.",09-Feb-26,,Dec-25,1146410000
GEMI,"Gemini Space Station, Inc.",09-Feb-26,,Dec-25,1143590000
FTREIT,Frasers Property Thailand Industrial Freehold & Leasehold REIT,09-Feb-26,,Dec-25,1134980000
ALX,"Alexander's, Inc.",09-Feb-26,Pre Market,Dec-25,1114720000
ATX,ATEX Resources Inc.,09-Feb-26,,Dec-25,1097220000
A001430,SeAH Besteel Holdings Corporation,09-Feb-26,,Dec-25,1091620000
7458,"Daiichikosho Co., Ltd.",09-Feb-26,,Dec-25,1089790000
A047040,"Daewoo Engineering & Construction Co., Ltd.",09-Feb-26,,Dec-25,1087210000
ICHR,"Ichor Holdings, Ltd.",09-Feb-26,,Dec-25,1080350000
3563,Machvision Inc.,09-Feb-26,,Dec-25,1079780000
1835,"Totetsu Kogyo Co., Ltd.",09-Feb-26,,Dec-25,1067600000
3097,The Monogatari Corporation,09-Feb-26,,Dec-25,1060450000
ESABINDIA,ESAB India Limited,09-Feb-26,,Dec-25,1042040000
6651,Nitto Kogyo Corporation,09-Feb-26,,Dec-25,1039610000
TIMETECHNO,Time Technoplast Limited,09-Feb-26,,Dec-25,1031610000
6588,Toshiba Tec Corporation,09-Feb-26,,Dec-25,1018140000
534076,RHI Magnesita India Limited,09-Feb-26,,Dec-25,1016320000
SMTO3,São Martinho S.A.,09-Feb-26,,Dec-25,997820000
KRBL,KRBL Limited,09-Feb-26,,Dec-25,993100000
Q5T,Far East Hospitality Trust,09-Feb-26,,Dec-25,990520000
5715,"Furukawa Co.,Ltd.",09-Feb-26,,Dec-25,989540000
500463,Black Box Limited,09-Feb-26,,Dec-25,978510000
4023,Kureha Corporation,09-Feb-26,,Dec-25,967020000
UDCD,United Development Company Q.P.S.C.,09-Feb-26,,Dec-25,942400000
4628,"Sk Kaken Co.,Ltd.",09-Feb-26,,Dec-25,941070000
EPC,Edgewell Personal Care Company,09-Feb-26,,Dec-25,913750000
6707,"Sanken Electric Co., Ltd.",09-Feb-26,,Dec-25,892540000
UTL,Unitil Corporation,09-Feb-26,,Dec-25,879970000
A001800,ORION Holdings Corp.,09-Feb-26,,Dec-25,863990000
ASST,"Strive Asset Management, LLC",09-Feb-26,,Dec-25,839950000
HAPPSTMNDS,Happiest Minds Technologies Limited,09-Feb-26,,Dec-25,818670000
9887,"Matsuya Foods Holdings Co., Ltd.",09-Feb-26,,Dec-25,814800000
AOV,Amotiv Limited,09-Feb-26,,Dec-25,803370000
TRE,Treasure ASA,09-Feb-26,,Dec-25,796410000
530343,Genus Power Infrastructures Limited,09-Feb-26,,Dec-25,774970000
500690,Gujarat State Fertilizers & Chemicals Limited,09-Feb-26,,Dec-25,755180000
509557,Garware Technical Fibres Limited,09-Feb-26,,Dec-25,740580000
A006120,"SK Discovery Co., Ltd.",09-Feb-26,,Dec-25,739650000
GALAXYSURF,Galaxy Surfactants Limited,09-Feb-26,,Dec-25,736630000
A082640,"Tong Yang Life Insurance Co., Ltd.",09-Feb-26,,Dec-25,727260000
533033,Isgec Heavy Engineering Limited,09-Feb-26,,Dec-25,723660000
AIOT,"PowerFleet, Inc.",09-Feb-26,Pre Market,Dec-25,719920000
500135,EPL Limited,09-Feb-26,,Dec-25,708250000
6490,PILLAR Corporation,09-Feb-26,,Dec-25,690860000
POWERMECH,Power Mech Projects Limited,09-Feb-26,,Dec-25,687930000
JAIBALAJI,Jai Balaji Industries Limited,09-Feb-26,,Dec-25,651430000
RENUKA,Shree Renuka Sugars Limited,09-Feb-26,,Dec-25,644230000
A003090,"Daewoong Co., Ltd.",09-Feb-26,,Dec-25,638900000
8392,"The Oita Bank, Ltd.",09-Feb-26,,Dec-25,637450000
8081,Global Mixed-Mode Technology Inc.,09-Feb-26,,Dec-25,634790000
HANZA,Hanza AB (publ),09-Feb-26,,Dec-25,632370000
1870,"Yahagi Construction Co.,Ltd.",09-Feb-26,,Dec-25,629190000
INDIGOPNTS,Indigo Paints Limited,09-Feb-26,,Dec-25,627740000
A001740,SK Networks Company Limited,09-Feb-26,,Dec-25,625590000
A049770,"Dongwon F&B Co., Ltd.",09-Feb-26,,Dec-25,623820000
532509,Suprajit Engineering Limited,09-Feb-26,,Dec-25,619560000
A004490,"Sebang Global Battery Co., Ltd.",09-Feb-26,,Dec-25,612060000
500031,Bajaj Electricals Limited,09-Feb-26,,Dec-25,611470000
A005690,"Pharmicell Co., Ltd.",09-Feb-26,,Dec-25,611400000
521016,Indo Count Industries Limited,09-Feb-26,,Dec-25,611000000
532811,Ahluwalia Contracts (India) Limited,09-Feb-26,,Dec-25,606950000
PNCINFRA,PNC Infratech Limited,09-Feb-26,,Dec-25,605600000
CMCO,Columbus McKinnon Corporation,09-Feb-26,After Hours,Dec-25,595360000
VERTOZ,Vertoz Limited,09-Feb-26,,Dec-25,592990000
524019,Kingfa Science & Technology (India) Limited,09-Feb-26,,Dec-25,582710000
DXI,Dexus Industria REIT,09-Feb-26,,Dec-25,565190000
PRV,Porvair plc,09-Feb-26,,Nov-25,548090000
A082920,"VITZROCELL Co.,Ltd.",09-Feb-26,,Dec-25,544970000
A014820,Dongwon Systems Corporation,09-Feb-26,,Dec-25,544140000
WEHB,Wereldhave Belgium,09-Feb-26,,Dec-25,542610000
530135,Optiemus Infracom Limited,09-Feb-26,,Dec-25,527590000
5195,"Bando Chemical Industries, Ltd.",09-Feb-26,,Dec-25,523550000
A228760,Genomictree Inc.,09-Feb-26,,Dec-25,522760000
A025540,"Korea Electric Terminal Co., Ltd.",09-Feb-26,,Dec-25,519680000
4997,"Nihon Nohyaku Co., Ltd.",09-Feb-26,,Dec-25,508590000
BJTM,PT Bank Pembangunan Daerah Jawa Timur Tbk,09-Feb-26,,Dec-25,508490000
SOHU,Sohu.com Limited,09-Feb-26,,Dec-25,505400000
