Ticker,Company,Date,Time,Quarter Ending, Market Cap 
CRLO,Caisse Régionale de Crédit Agricole Mutuel Loire Haute-Loire Société coopérative,02-Feb-26,,Dec-25," 849,470,000 "
A100090,"SK oceanplant Co.,Ltd",02-Feb-26,,Dec-25," 847,410,000 "
3433,"TOCALO Co.,Ltd.",02-Feb-26,,Dec-25," 840,190,000 "
500245,Kirloskar Ferrous Industries Limited,02-Feb-26,,Dec-25," 812,850,000 "
RELIGARE,Religare Enterprises Limited,02-Feb-26,,Dec-25," 806,580,000 "
A185750,Chong Kun Dang Pharmaceutical Corp.,02-Feb-26,,Dec-25," 776,730,000 "
500413,Thomas Cook (India) Limited,02-Feb-26,,Dec-25," 719,800,000 "
7177,"GMO Financial Holdings, Inc.",02-Feb-26,,Dec-25," 656,440,000 "
534597,RattanIndia Enterprises Limited,02-Feb-26,,Dec-25," 639,320,000 "
7241,"Futaba Industrial Co., Ltd.",02-Feb-26,,Dec-25," 629,510,000 "
539807,AvenuesAI Limited,02-Feb-26,,Dec-25," 628,550,000 "
MIDHANI,Mishra Dhatu Nigam Limited,02-Feb-26,,Dec-25," 626,310,000 "
535602,Sharda Motor Industries Limited,02-Feb-26,,Dec-25," 605,280,000 "
500201,India Glycols Limited,02-Feb-26,,Dec-25," 593,660,000 "
4298,Proto Corporation,02-Feb-26,,Dec-25," 586,950,000 "
FTC,Filtronic plc,02-Feb-26,,Nov-25," 585,770,000 "
5992,"Chuo Spring Co.,Ltd.",02-Feb-26,,Dec-25," 565,870,000 "
KFRC,Kforce Inc.,02-Feb-26,,Dec-25," 548,880,000 "
507717,Dhanuka Agritech Limited,02-Feb-26,,Dec-25," 535,420,000 "
A003850,Boryung Corporation,02-Feb-26,,Dec-25," 528,100,000 "
A001680,Daesang Corporation,02-Feb-26,,Dec-25," 522,530,000 "
541967,Sky Gold and Diamonds Limited,02-Feb-26,,Dec-25," 510,170,000 "
500041,Bannari Amman Sugars Limited,02-Feb-26,,Dec-25," 507,730,000 "
